ID,Description,Name,Rank,Rarity_Score,Animal,Attributes,Background,Body,Clothes,Expression,Eyewear,Headwear
513,Animal #513,will cut your,1483,84.2403795663,Pig,7,Purple,Grey,Jobs,Kneiving,Lolita,Artist
718,Animal #718,which they knew,1484,84.2325596409,Pig,6,Woodland,Grey,Military,Kneiving,None,Elvis
408,Animal #408,the bare minimum,1485,84.2314327135,Pig,7,Rave,Pink,Military,Menace,Sunglasses,Artist
800,Animal #800,shall its waters,1486,84.1651372515,Pig,6,Purple,Brown,Military,Kneiving,None,Police
1850,Animal #7861,"pigs were piebald,",1487,84.0131671697,Horse,6,Bright,Brown,Banker,Friendly,None,Zeldman
473,Animal #473,are not allowed,1488,84.0074863939,Pig,7,Purple,Pink,Winter,Cigarette,Glasses,Fisherman
1183,Animal #6688,blood boiled with,1489,83.8466598287,Horse,6,Purple,Green,Military,Moaning,None,Zeldman
1345,Animal #5613,they could fully,1490,83.7921891857,Horse,6,Bright,Pink,French,Dead,None,Bowler
205,Animal #205,on. Clover made,1491,83.7875644619,Pig,6,Death,Pink,None,Kneiving,Glasses,Veronica
381,Animal #381,a single word–Man.,1492,83.771863925,Pig,7,Wall,Pink,Writer,Friendly,Cobain,Veronica
1213,Animal #3187,later Mollie disappeared.,1493,83.7484686845,Horse,7,Bright,Pink,Polo,Moaning,Glasses,Betty
934,Animal #934,being the cleverest,1494,83.6866462435,Pig,7,Rave,Grey,Writer,Unsure,Glasses,Betty
1526,Animal #7716,"dogs at nine,",1495,83.651175071,Horse,6,Camo,Pink,Writer,Friendly,None,Cap
1562,Animal #5922,and stated that,1496,83.6374727325,Horse,6,Wall,Brown,Swimmer,Dead,None,Bowler
742,Animal #742,I will sing,1497,83.6222841747,Pig,6,Woodland,Pink,Writer,Unsure,None,Betty
523,Animal #523,them in the,1498,83.6109000061,Pig,6,Woodland,Pink,Doctor,Eager,None,Betty
1386,Animal #9043,though the farm,1499,83.5968141542,Horse,7,Hell,Grey,Military,Unsure,Glasses,Britpop
922,Animal #922,be within their,1500,83.5944028405,Pig,6,Graf,Green,Winter,Frustrated,None,Beret
425,Animal #425,gallons of milk,1501,83.5227155675,Pig,6,Flesh,Pink,Jobs,Friendly,None,Cap
60,Animal #60,Willingdon Beauty) was,1502,83.4904529837,Pig,5,Wall,Ghost,Doctor,Greed,None,None
1470,Animal #5693,"even say, comrades,",1503,83.2498214993,Horse,7,Wall,Orange,Banker,Beard,Glasses,Betty
935,Animal #935,of the animals.,1504,83.2236569713,Pig,6,Death,Grey,Police,Beard,Glasses,None
978,Animal #978,from side to,1505,83.2079718827,Pig,6,Flesh,Brown,Police,Yelling,None,Veronica
1989,Animal #3229,"the big barn,",1506,83.1956800354,Horse,6,Wall,Orange,Prison,Eager,None,Veronica
301,Animal #301,our lives are,1507,83.1522072077,Pig,5,Woodland,Green,Beatnik,Kneiving,None,None
1197,Animal #9636,or any of,1508,83.0657677765,Horse,6,Graf,Grey,Police,Beard,None,Cap
500,Animal #500,"all must come–cows,",1509,82.9416023086,Pig,5,Purple,Pink,Prison,Greed,None,None
1574,Animal #3934,come when we,1510,82.9350610523,Horse,6,Bright,Orange,French,Friendly,Glasses,None
1491,Animal #1308,was theirs. For,1511,82.8633238744,Horse,7,Purple,Grey,Teen,Greed,Glasses,Artist
1874,Animal #2496,health was all,1512,82.8548883016,Horse,6,Wall,Tattoo,Banker,Friendly,None,Bowler
76,Animal #76,"of straw, under",1513,82.8130119438,Pig,7,Camo,Ghost,Beatnik,Beard,Glasses,Bowler
908,Animal #908,secret activity. Major's,1514,82.7936433168,Pig,6,Rave,Green,Winter,Unsure,None,Elvis
338,Animal #338,it because this,1515,82.7854944702,Pig,7,Money,Pink,Doctor,Friendly,Glasses,Beret
1924,Animal #8808,their comrade's death,1516,82.761270177,Horse,6,Purple,Pink,Polo,Menace,None,Beret
532,Animal #532,beings? Only get,1517,82.7323032278,Pig,7,Graf,Pink,French,Happy,Glasses,Bowler
646,Animal #646,who was afterwards,1518,82.7033258267,Pig,7,Bright,Ghost,Banker,Kneiving,Monocle,Bowler
1914,Animal #9517,Sundays. A week,1519,82.6487299591,Horse,6,Wall,Grey,Police,Unsure,None,Zeldman
1566,Animal #4736,"usual with ""Napoleon",1520,82.6440531162,Horse,7,Purple,Brown,Military,Friendly,Lolita,Cap
232,Animal #232,"looked round, as",1521,82.5610848048,Pig,5,Purple,Pink,Summer,Greed,None,None
853,Animal #853,"sheep bleated it,",1522,82.5411767304,Pig,6,Purple,Grey,Winter,Friendly,None,Zeldman
168,Animal #168,keep the flies,1523,82.5016131194,Pig,6,Purple,Ghost,Writer,Friendly,None,Elvis
674,Animal #674,"a house, or",1524,82.447718799,Pig,7,Hell,Brown,Beatnik,Friendly,Glasses,Veronica
1638,Animal #8185,dark cloud that,1524,82.447718799,Horse,7,Hell,Brown,Beatnik,Friendly,Glasses,Veronica
1065,Animal #4125,"of times, ""Tactics,",1526,82.4083874582,Horse,7,Wall,Grey,Police,Happy,Monocle,Artist
6,Animal #6,"Manor Farm, had locked",1527,82.3958280998,Pig,6,Purple,Brown,Jobs,Friendly,Cobain,None
698,Animal #698,my dream of,1528,82.3868355725,Pig,7,Purple,Pink,Banker,Happy,Monocle,Betty
1338,Animal #8696,he had died,1529,82.3406977934,Horse,6,Bright,Grey,Military,Cigarette,None,Cap
715,Animal #715,other sows used,1530,82.3394498793,Pig,6,Wall,Brown,Winter,Beard,None,Cap
494,Animal #494,one of you,1531,82.3362821324,Pig,5,Virtual,Green,Beatnik,Menace,None,None
162,Animal #162,usually to make,1532,82.2997044249,Pig,6,Virtual,Pink,Beatnik,Beard,None,Artist
571,Animal #571,who come after,1533,82.2369481716,Pig,6,Bright,Green,Beatnik,Moaning,None,Police
578,Animal #578,resolution must never,1534,82.2111435934,Pig,6,Wall,Grey,Banker,Shock,None,Elvis
1826,Animal #6937,with something called,1535,82.1976179016,Horse,6,Wall,Pink,Prison,Happy,None,Fisherman
1041,Animal #1263,almost out of,1536,82.1849323889,Horse,6,Bright,Grey,Winter,Shock,None,Cap
203,Animal #203,where they would,1537,82.1805107114,Pig,6,Graf,Grey,Military,Beard,None,Cap
122,Animal #122,lest there should,1538,82.1739853987,Pig,5,Flesh,Robot,Military,Kneiving,None,None
20,Animal #20,a last glass,1539,82.0530865984,Pig,6,Money,Pink,Jobs,Menace,Glasses,None
501,Animal #501,"pigs, hens, sheep,",1540,81.9994608485,Pig,6,Bright,Pink,Banker,Kneiving,None,Police
174,Animal #174,the animals on,1541,81.9319994555,Pig,6,Camo,Robot,Jobs,Menace,None,Betty
693,Animal #693,any other animal.,1542,81.9261088734,Pig,7,Purple,Ghost,Jobs,Moaning,Glasses,Cap
96,Animal #96,different fashions. First,1543,81.8646970686,Pig,6,Bright,Robot,Winter,Cigarette,Glasses,None
59,Animal #59,been exhibited was,1544,81.8552826676,Pig,6,Camo,Robot,Writer,Moaning,None,Artist
499,Animal #499,that horror we,1545,81.8375807269,Pig,6,Bright,Grey,Banker,Stubble,None,Artist
1586,Animal #7822,word of it.,1546,81.7840909012,Horse,6,Purple,Robot,None,Happy,Glasses,Betty
432,Animal #432,breeding up sturdy,1547,81.7047252123,Pig,7,Bright,Robot,Police,Greed,Glasses,Elvis
1600,Animal #1390,and served out,1548,81.6717054157,Horse,7,Flesh,Brown,Banker,Moaning,Glasses,Cap
492,Animal #492,sitting in front,1549,81.661008474,Pig,6,Purple,Green,Jobs,Beard,Glasses,None
830,Animal #830,themselves. Even the,1550,81.6451361688,Pig,6,Bright,Green,Beatnik,Friendly,None,Horns
1438,Animal #8906,few who had,1551,81.6445360404,Horse,6,Camo,Grey,Police,Eager,Sunglasses,None
265,Animal #265,else to say,1552,81.6410938036,Pig,5,Graf,Grey,Prison,Friendly,None,None
70,Animal #70,end of the,1553,81.6079225814,Pig,5,Wall,Ghost,None,Menace,None,Bowler
707,Animal #707,But it reminded,1554,81.6059051408,Pig,5,Money,Grey,Police,Eager,None,None
1423,Animal #8319,windmill. And sure,1555,81.6016623618,Horse,6,Death,Grey,Summer,Friendly,None,Artist
461,Animal #461,one of them,1556,81.5958598206,Pig,5,Graf,Grey,Police,Dead,None,None
861,Animal #861,five times in,1557,81.5872914248,Pig,7,Wall,Pink,Military,Kneiving,Cobain,Fisherman
649,Animal #649,sides. Major continued:,1558,81.5335469687,Pig,7,Stars,Ghost,Winter,Unsure,Glasses,Bowler
626,Animal #626,"The wild creatures,",1559,81.5123017047,Pig,5,Money,Pink,Winter,Kneiving,None,None
1805,Animal #5263,obvious that it,1560,81.4525492791,Horse,6,Wall,Grey,Teen,Happy,None,Beret
210,Animal #210,ducklings nestled down,1561,81.4294574526,Pig,6,Death,Pink,None,Moaning,Glasses,Artist
139,Animal #139,A white stripe,1562,81.3864615726,Pig,6,Hell,Ghost,Beatnik,Moaning,None,Bowler
1623,Animal #1006,animals talked of,1563,81.3698334167,Horse,5,Virtual,Green,Winter,Friendly,None,None
965,Animal #965,them was a,1564,81.3643469011,Pig,6,Rave,Pink,Swimmer,Moaning,None,Beret
1134,Animal #9301,just after the,1565,81.3457261164,Horse,7,Stars,Pink,Beatnik,Happy,Glasses,Betty
364,Animal #364,comfort and a,1566,81.338703191,Pig,6,Bright,Pink,Summer,Dead,None,Bowler
640,Animal #640,an overwhelming majority,1567,81.2479701953,Pig,7,Camo,Pink,Winter,Moaning,Cobain,Bowler
1706,Animal #8021,should be held,1568,81.1354636101,Horse,6,Woodland,Orange,Banker,Friendly,None,Betty
1194,Animal #4043,"of England, all",1569,81.1216028015,Horse,6,Purple,Grey,Banker,Yelling,None,Elvis
1751,Animal #7912,"be purchased, and",1570,81.0346152799,Horse,6,Purple,Pink,Polo,Moaning,None,Britpop
795,Animal #795,mangel-wurzels Shall be,1571,80.9502549854,Pig,6,Flesh,Pink,Police,Unsure,Sunglasses,None
961,Animal #961,other male pigs,1572,80.9424878187,Pig,6,Flesh,Pink,None,Eager,Glasses,Bowler
1902,Animal #1042,"was: ""Will there",1573,80.7447242756,Horse,6,Graf,Robot,Beatnik,Yelling,None,Britpop
290,Animal #290,as well as,1574,80.7336279347,Pig,5,Purple,Grey,Summer,Eager,None,None
479,Animal #479,of the lucky,1575,80.7113277279,Pig,6,Flesh,Ghost,Jobs,Unsure,None,Veronica
1464,Animal #7197,returned to them.,1576,80.6884658725,Horse,7,Camo,Grey,Banker,Kneiving,Glasses,Elvis
540,Animal #540,What then must,1577,80.6387306091,Pig,6,Rave,Green,Military,Dead,None,Bowler
577,Animal #577,"remember, comrades, your",1578,80.4174158663,Pig,7,Virtual,Ghost,Beatnik,Kneiving,Glasses,Betty
546,Animal #546,human race! That,1579,80.3754091933,Pig,6,Bright,Grey,Police,Stubble,None,Bowler
832,Animal #832,had already picked,1580,80.3611948158,Pig,6,Stars,Pink,Winter,Greed,None,Betty
178,Animal #178,would say that,1581,80.3269816581,Pig,6,Purple,Robot,Military,Frustrated,None,Beret
1307,Animal #9158,"and disappointment being,",1582,80.3170591744,Horse,6,Wall,Pink,Military,Menace,None,Police
380,Animal #380,summed up in,1583,80.3152410233,Pig,5,Wall,Brown,Summer,Moaning,None,None
98,Animal #98,"dogs, Bluebell, Jessie,",1584,80.3010127802,Pig,7,Bright,Grey,Swimmer,Unsure,Glasses,Fisherman
295,Animal #295,speak to you.,1585,80.2952051224,Pig,7,Graf,Grey,Police,Cigarette,Glasses,Artist
676,Animal #676,"bed, or wear",1586,80.2864457475,Pig,6,Wall,Robot,Doctor,Menace,None,Fisherman
1871,Animal #4516,whole burden upon,1587,80.253615413,Horse,6,Rave,Green,Writer,Friendly,None,Veronica
1601,Animal #4766,Clover had not,1588,80.2448467044,Horse,6,Bright,Orange,Winter,Yelling,None,Bowler
703,Animal #703,dream of the,1589,80.2244223027,Pig,6,Hell,Green,Banker,Unsure,None,Bowler
1108,Animal #8904,"Boxer was forgotten,",1590,80.114929067,Horse,6,Rave,Brown,Writer,Moaning,None,Bowler
321,Animal #321,with hideous cruelty.,1591,80.0779525605,Pig,5,Wall,Brown,Banker,Yelling,None,None
1090,Animal #9063,supervision and organisation,1592,79.9972426678,Horse,6,Graf,Green,Summer,Eager,None,Betty
1679,Animal #7181,"except Napoleon, flung",1593,79.9699627587,Horse,6,Wall,Brown,Military,Beard,None,Cap
1238,Animal #6189,the other animals,1594,79.8951087915,Horse,6,Purple,Pink,Swimmer,Kneiving,None,Cap
1260,Animal #5736,battle Snowball had,1595,79.8646963021,Horse,6,Purple,Grey,Polo,Friendly,None,Betty
137,Animal #137,any two ordinary,1596,79.799695983,Pig,5,Bright,Pink,Beatnik,Cigarette,None,None
1349,Animal #8753,removal. Some of,1597,79.777638375,Horse,6,Bright,Pink,Military,Unsure,None,Horns
538,Animal #538,we could become,1598,79.7555152567,Pig,7,Purple,Pink,Police,Happy,Cobain,Beret
26,Animal #26,where Mrs. Jones,1599,79.7195519111,Pig,7,Bright,Brown,French,Menace,Glasses,Veronica
979,Animal #979,side and whisking,1600,79.639604137,Pig,6,Woodland,Green,Banker,Greed,None,Betty
1436,Animal #9346,it better than,1601,79.5183096106,Horse,6,Purple,Pink,Teen,Friendly,None,Fisherman
39,Animal #39,prize Middle White,1602,79.5015165957,Pig,5,Bright,Green,Summer,Friendly,None,None
454,Animal #454,should have been,1603,79.4377825964,Pig,6,Camo,Pink,Winter,Happy,None,Cap
373,Animal #373,of our labour,1604,79.4106899593,Pig,7,Wall,Ghost,Banker,Unsure,Cobain,Betty
11,Animal #11,the ring of,1605,79.3898231033,Pig,6,Bright,Ghost,Police,Cigarette,None,Beret
734,Animal #734,song also came,1606,79.3793399544,Pig,7,Wall,Grey,Winter,Eager,Monocle,Bowler
1339,Animal #3355,could be made,1607,79.2952665364,Horse,7,Camo,Orange,Banker,Unsure,Glasses,Britpop
1057,Animal #1418,of most of,1608,79.2858432383,Horse,6,Wall,Ghost,Military,Frustrated,None,Britpop
669,Animal #669,you have conquered,1609,79.2266223609,Pig,6,Camo,Pink,Winter,Beard,None,Beret
35,Animal #35,buildings. Word had,1610,79.2227011143,Pig,6,Money,Robot,Winter,Moaning,None,Beret
1730,Animal #9567,half frightened to,1611,79.1730889589,Horse,7,Purple,Green,French,Menace,Glasses,Artist
1708,Animal #9381,It was as,1612,79.1271209229,Horse,7,Graf,Pink,Police,Eager,Sunglasses,Betty
766,Animal #766,words ran: Beasts,1613,79.1150402266,Pig,7,Purple,Ghost,Summer,Menace,Glasses,Artist
1268,Animal #4064,their rations. The,1614,79.0915355103,Horse,7,Camo,Pink,Military,Yelling,Glasses,Veronica
138,Animal #138,horses put together.,1615,79.0884974959,Pig,6,Camo,Pink,Beatnik,Happy,None,Elvis
102,Animal #102,in the straw,1616,79.0495418364,Pig,6,Bright,Pink,Banker,Friendly,None,Horns
333,Animal #333,is the plain,1617,79.0019616875,Pig,6,Purple,Grey,Beatnik,Spaced,None,Bowler
480,Animal #480,ones. I am,1618,78.99271357,Pig,7,Purple,Brown,Beatnik,Kneiving,Monocle,Bowler
1685,Animal #2584,involved in lawsuits,1619,78.9633452944,Horse,6,Purple,Ghost,Beatnik,Frustrated,None,Beret
468,Animal #468,had except your,1620,78.9362866426,Pig,7,Purple,Green,Beatnik,Greed,Sunglasses,Veronica
1431,Animal #7940,increased to six,1621,78.9165834816,Horse,6,Camo,Pink,Writer,Greed,None,Bowler
921,Animal #921,that it would,1622,78.8727977692,Pig,6,Purple,Pink,Jobs,Yelling,Glasses,None
1593,Animal #8899,had died in,1623,78.8709388369,Horse,6,Camo,Orange,Winter,Kneiving,Glasses,None
1440,Animal #9078,"and ""memoranda."" These",1624,78.8578555983,Horse,6,Purple,Orange,Summer,Unsure,None,Bowler
552,Animal #552,"come, it might",1625,78.7705321702,Pig,6,Rave,Grey,Winter,Friendly,None,Elvis
434,Animal #434,of it has,1626,78.7431144985,Pig,7,Money,Robot,Military,Unsure,Glasses,Artist
460,Animal #460,will never see,1627,78.7243449668,Pig,6,Purple,Pink,French,Unsure,None,Fisherman
43,Animal #43,night and wished,1628,78.7043341571,Pig,6,Bright,Grey,Beatnik,Yelling,None,Cap
1800,Animal #5833,"were bleeding, the",1629,78.6865217154,Horse,7,Bright,Orange,Banker,Moaning,Glasses,Cap
17,Animal #17,off his boots,1630,78.5559355434,Pig,6,Camo,Brown,Swimmer,Friendly,None,Veronica
1,Animal #1,Animal Farm,1631,78.4749587945,Pig,7,Woodland,Pink,Military,Greed,Glasses,Betty
1549,Animal #1815,Even the ducks,1632,78.4683497999,Horse,6,Wall,Orange,Military,Kneiving,None,Elvis
266,Animal #266,first. I do,1633,78.4368745254,Pig,6,Money,Robot,Police,Kneiving,None,Veronica
1867,Animal #8474,had happened. If,1634,78.4296058133,Horse,7,Bright,Grey,Police,Happy,Lolita,Veronica
1096,Animal #3281,but Napoleon was,1635,78.4038825485,Horse,6,Wall,Green,French,Eager,None,Beret
447,Animal #447,market to bring,1636,78.3575674449,Pig,7,Bright,Brown,Swimmer,Eager,Glasses,Betty
1539,Animal #7371,thing that we,1637,78.3486949241,Horse,6,Wall,Brown,Teen,Moaning,None,Britpop
1653,Animal #8720,"weak to speak,",1638,78.3436963124,Horse,6,Bright,Brown,Police,Frustrated,None,Britpop
992,Animal #992,the name of,1639,78.2317142868,Pig,6,Graf,Green,Writer,Eager,None,Beret
931,Animal #931,naturally upon the,1640,78.1827982482,Pig,7,Camo,Green,Beatnik,Unsure,Glasses,Cap
1472,Animal #4538,made a round,1641,78.1658027608,Horse,6,Virtual,Green,Winter,Kneiving,None,Britpop
331,Animal #331,animal is misery,1642,78.1520871696,Pig,7,Graf,Ghost,Doctor,Unsure,Glasses,Betty
133,Animal #133,was an enormous,1643,78.1348461738,Pig,6,Bright,Brown,Military,Beard,None,Fisherman
1731,Animal #5139,"that followed, but",1644,78.1245658984,Horse,7,Rave,Pink,Beatnik,Unsure,Glasses,Cap
1884,Animal #5590,all been proved,1645,78.1122688418,Horse,6,Graf,Green,Summer,Unsure,None,Beret
421,Animal #421,skin. You cows,1646,78.10353181,Pig,6,Wall,Pink,Doctor,Friendly,Lolita,None
1258,Animal #1036,stupidest questions of,1647,78.0989730546,Horse,7,Wall,Pink,Jobs,Menace,Glasses,Cap
1907,Animal #2234,next and never,1648,78.0881325855,Horse,6,Graf,Pink,Military,Frustrated,None,Britpop
1967,Animal #3876,nearly a quarter,1649,78.0277486483,Horse,6,Graf,Green,Beatnik,Greed,None,Elvis
547,Animal #547,is my message,1650,78.0087366075,Pig,6,Wall,Pink,Police,Yelling,None,Cap
837,Animal #837,"the clever ones,",1651,77.9745190492,Pig,5,Bright,Grey,Swimmer,Unsure,None,None
69,Animal #69,say. At one,1652,77.9652847301,Pig,7,Wall,Grey,Military,Kneiving,Monocle,Artist
756,Animal #756,and began to,1653,77.9168305165,Pig,5,Camo,Ghost,Military,Kneiving,None,None
963,Animal #963,were porkers. The,1654,77.8947989767,Pig,5,Death,Grey,Beatnik,Kneiving,None,None
792,Animal #792,"Wheat and barley,",1655,77.8729767996,Pig,6,Flesh,Pink,Jobs,Kneiving,None,Betty
665,Animal #665,"fighting against Man,",1656,77.8505199043,Pig,6,Rave,Pink,Military,Yelling,None,Bowler
378,Animal #378,to all our,1657,77.8465285364,Pig,6,Bright,Grey,Winter,Greed,Lolita,None
188,Animal #188,small paddock beyond,1658,77.8290281657,Pig,5,Wall,Grey,None,Unsure,Glasses,None
316,Animal #316,and the very,1659,77.819303285,Pig,5,Rave,Green,Police,Unsure,None,None
315,Animal #315,of our strength;,1660,77.7846479338,Pig,6,Woodland,Brown,Beatnik,Greed,None,Artist
1887,Animal #7955,pigs seemed comfortable,1661,77.7322572183,Horse,7,Bright,Brown,Jobs,Moaning,Glasses,Fisherman
1820,Animal #5667,was trying to,1662,77.7264175547,Horse,6,Rave,Ghost,Police,Friendly,None,Fisherman
1316,Animal #3119,blithely into the,1663,77.6888971359,Horse,6,Purple,Grey,Doctor,Yelling,None,Bowler
56,Animal #56,"always called, though",1664,77.6294466675,Pig,5,Camo,Ghost,Military,Menace,None,None
327,Animal #327,year old. No,1665,77.6099225062,Pig,5,Wall,Grey,Police,Yelling,None,None
1560,Animal #6393,"disbelieve him, especially",1666,77.5516174603,Horse,6,Virtual,Robot,Military,Kneiving,None,Veronica
87,Animal #87,appearance in spite,1667,77.5111828216,Pig,7,Wall,Green,Police,Frustrated,Glasses,Bowler
923,Animal #923,"own lifetime, but",1668,77.5016879383,Pig,7,Wall,Robot,Prison,Friendly,Glasses,Artist
276,Animal #276,such wisdom as,1669,77.4604761693,Pig,7,Virtual,Grey,Winter,Eager,Glasses,Artist
1221,Animal #8159,the summer Moses,1670,77.4399477459,Horse,6,Graf,Brown,Swimmer,Unsure,None,Beret
576,Animal #576,"is victorious. ""And",1671,77.4116000892,Pig,6,Wall,Pink,Doctor,Menace,None,Elvis
1162,Animal #9971,"There were shoutings,",1672,77.3112459598,Horse,6,Graf,Grey,Jobs,Friendly,None,Cap
5,Animal #5,"Mr. Jones, of the",1673,77.2585335057,Pig,7,Wall,Robot,Military,Unsure,Sunglasses,Artist
953,Animal #953,more vivacious pig,1674,77.2561212909,Pig,6,Wall,Green,Winter,Frustrated,None,Artist
1191,Animal #3704,nine enormous dogs,1675,77.2328565771,Horse,6,Camo,Grey,Doctor,Menace,None,Britpop
247,Animal #247,who slept on,1676,77.1938054552,Pig,5,Wall,Pink,None,Menace,None,Veronica
237,Animal #237,and Clover; there,1677,77.0526583523,Pig,6,Bright,Brown,Police,Cigarette,None,Beret
1699,Animal #2882,a stable-lad from,1678,77.0098528337,Horse,7,Wall,Grey,Military,Eager,Monocle,Bowler
548,Animal #548,"to you, comrades:",1679,76.9696178448,Pig,6,Graf,Pink,Banker,Frustrated,None,Veronica
1063,Animal #6650,the rumours of,1680,76.9238321229,Horse,7,Virtual,Green,Police,Eager,Glasses,Bowler
812,Animal #812,All must toil,1681,76.8969385769,Pig,6,Purple,Ghost,Banker,Kneiving,Sunglasses,None
318,Animal #318,usefulness has come,1682,76.8502259602,Pig,6,Death,Brown,Banker,Greed,None,Betty
1129,Animal #6943,written upon it.,1683,76.8415703555,Horse,7,Purple,Brown,Beatnik,Unsure,Cobain,Beret
1259,Animal #8545,a sly-looking man,1684,76.8241943944,Horse,6,Bright,Pink,French,Happy,None,Artist
57,Animal #57,the name under,1685,76.8031797091,Pig,6,Camo,Grey,Doctor,Kneiving,Glasses,None
796,Animal #796,ours upon that,1686,76.7847075748,Pig,5,Virtual,Pink,Beatnik,Moaning,None,None
394,Animal #394,"not give milk,",1687,76.6587252719,Pig,6,Graf,Green,Winter,Dead,None,Veronica
807,Animal #807,"all must labour,",1688,76.598136553,Pig,6,Stars,Robot,Police,Friendly,None,Bowler
630,Animal #630,our enemies? Let,1689,76.518421149,Pig,6,Purple,Ghost,Military,Eager,Sunglasses,None
1587,Animal #7835,were usually working,1690,76.389186569,Horse,6,Wall,Brown,Prison,Eager,None,Beret
217,Animal #217,"Mr. Jones's trap,",1691,76.3269881271,Pig,7,Woodland,Brown,Winter,Friendly,Glasses,Artist
645,Animal #645,"and the cat,",1692,76.2230154333,Pig,6,Graf,Grey,Winter,Unsure,Sunglasses,None
1310,Animal #7603,"the yard, and",1693,76.2123514511,Horse,6,Purple,Orange,Jobs,Moaning,None,Beret
1122,Animal #7311,"this time, as",1694,76.1970632462,Horse,6,Bright,Ghost,Doctor,Greed,None,Betty
948,Animal #948,"of a talker,",1695,76.1957874088,Pig,7,Wall,Pink,Military,Moaning,Monocle,Beret
1611,Animal #5383,take them away.,1696,76.158698546,Horse,7,Graf,Grey,Military,Friendly,Sunglasses,Britpop
862,Animal #862,"succession, and might",1697,76.1251654007,Pig,6,Death,Grey,Winter,Greed,Glasses,None
1810,Animal #1152,although a hard,1698,76.0452747533,Horse,7,Graf,Grey,Doctor,Menace,Glasses,Britpop
226,Animal #226,to draw attention,1699,76.0281328914,Pig,5,Camo,Green,Military,Eager,None,None
1839,Animal #5198,"the windmill, the",1700,76.0156953249,Horse,6,Purple,Grey,French,Eager,None,Beret
1534,Animal #1131,"were told, and",1701,75.9151445726,Horse,6,Graf,Ghost,Military,Yelling,None,Bowler
805,Animal #805,us free. For,1702,75.846187959,Pig,5,Wall,Pink,Banker,Dead,None,None
1078,Animal #1796,or the horse-rake,1703,75.8351913353,Horse,6,Purple,Ghost,Military,Shock,None,Britpop
1808,Animal #4571,the animals were,1704,75.7661782229,Horse,6,Purple,Ghost,Beatnik,Greed,None,Elvis
411,Animal #411,and the rest,1705,75.7503583084,Pig,6,Bright,Robot,Beatnik,Happy,None,Cap
730,Animal #730,me in my,1706,75.6956319034,Pig,5,Bright,Green,Jobs,Unsure,None,None
1283,Animal #6770,by Snowball himself.,1707,75.6638715947,Horse,7,Virtual,Green,Military,Moaning,Glasses,Betty
1553,Animal #8091,"reminded that, after",1708,75.6251648439,Horse,6,Bright,Brown,Swimmer,Kneiving,None,Britpop
123,Animal #123,be some small,1709,75.6179119955,Pig,7,Wall,Green,Doctor,Happy,Glasses,Artist
40,Animal #40,"boar, had had",1710,75.5023447277,Pig,5,Bright,Grey,Doctor,Menace,None,None
429,Animal #429,has happened to,1711,75.4891996042,Pig,6,Bright,Pink,Beatnik,Kneiving,Monocle,None
253,Animal #253,comfortable and were,1712,75.4722313514,Pig,6,Graf,Robot,Jobs,Moaning,None,Betty
1926,Animal #3910,you might make,1713,75.3963949302,Horse,6,Bright,Green,Military,Frustrated,None,Veronica
1994,Animal #6642,"human being, but",1714,75.3719015209,Horse,6,Graf,Grey,Writer,Menace,None,Britpop
1131,Animal #1031,difficulty in making,1715,75.3418327623,Horse,6,Bright,Pink,Winter,Cigarette,None,Britpop
78,Animal #78,hung from a,1716,75.2958404424,Pig,5,Bright,Grey,Jobs,Kneiving,None,None
74,Animal #74,was already ensconced,1717,75.2274475563,Pig,6,Flesh,Robot,Banker,Menace,Glasses,None
1180,Animal #2818,strong for them;,1718,75.2233733927,Horse,7,Bright,Grey,Winter,Moaning,Cobain,Veronica
641,Animal #641,that rats were,1719,75.1858389584,Pig,7,Purple,Pink,Summer,Kneiving,Glasses,Beret
336,Animal #336,of the order,1720,75.1657074175,Pig,5,Bright,Robot,Banker,Happy,None,None
1358,Animal #9641,when the respected,1721,75.0792254351,Horse,7,Bright,Grey,Summer,Unsure,Glasses,Britpop
166,Animal #166,had given him,1722,75.070779406,Pig,6,Graf,Grey,Summer,Unsure,None,Betty
765,Animal #765,La Cucaracha. The,1723,74.9980056158,Pig,6,Purple,Grey,Swimmer,Friendly,None,Fisherman
448,Animal #448,in money for,1724,74.97121857,Pig,6,Wall,Pink,Police,Dead,None,Fisherman
1691,Animal #3201,standing outside a,1725,74.8860972091,Horse,6,Woodland,Brown,Beatnik,Eager,None,Artist
1614,Animal #7637,"Benjamin, who nodded",1726,74.8787879953,Horse,6,Virtual,Brown,Beatnik,Kneiving,None,Betty
1503,Animal #8196,of his higher,1727,74.8249215383,Horse,6,Wall,Green,Banker,Cigarette,None,Veronica
757,Animal #757,sing. As he,1728,74.7921562812,Pig,7,Purple,Green,Prison,Friendly,Glasses,Betty
1437,Animal #4532,"""Long live Animal",1729,74.7685094792,Horse,6,Graf,Grey,Banker,Dead,None,Britpop
1836,Animal #7331,tail and beaming,1730,74.5657177635,Horse,6,Wall,Grey,None,Happy,Glasses,Veronica
554,Animal #554,week or in,1731,74.4866188888,Pig,6,Flesh,Brown,Military,Happy,Glasses,None
1161,Animal #7842,to believe so.,1732,74.4652378144,Horse,6,Bright,Brown,Writer,Eager,None,Britpop
84,Animal #84,still a majestic-looking,1733,74.4259402789,Pig,6,Purple,Pink,Banker,Greed,Sunglasses,None
