ID,Name,Rank,Rarity_Score,Angle Mod,Attributes,Center Effect,Circles Amount,Color Blink,Color Changes,Distribution,Inks,Inks Count,Noise Amp,Noise Animation,Noise Frequency
879578,Plottable Field (8 frames) #174,389,40.14122771372548,None,6,None,None,None,None,GoldSpiral,Amber,1,High,Intense,Medium
777609,Plottable Field (8 frames) #109,390,37.43940552739911,None,6,None,None,None,None,GoldSpiral,Amber,1,Medium,Normal,Low
865379,Plottable Field (8 frames) #163,390,37.43940552739911,None,6,None,None,None,None,GoldSpiral,Amber,1,Medium,Normal,Low
774256,Plottable Field (8 frames) #100,392,35.88392895089646,None,6,None,None,None,None,NestedSquares,Black,1,Medium,Normal,Medium
1120908,Plottable Field (8 frames) #363,393,35.28751820484356,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Intense,Medium
770197,Plottable Field (8 frames) #76,394,33.9903483935228,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Slow,Medium
919380,Plottable Field (8 frames) #253,395,31.340139407106918,None,6,None,None,None,None,GoldSpiral,Black,1,High,Normal,Medium
770166,Plottable Field (8 frames) #68,396,31.188624255591762,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Normal,Medium
879654,Plottable Field (8 frames) #178,396,31.188624255591762,None,6,None,None,None,None,GoldSpiral,Black,1,Medium,Normal,Medium
768474,Plottable Field (8 frames) #58,398,0,None,0,None,None,None,None,None,None,None,None,None,None
770421,Plottable Field (8 frames) #87,398,0,None,0,None,None,None,None,None,None,None,None,None,None
779837,Plottable Field (8 frames) #110,398,0,None,0,None,None,None,None,None,None,None,None,None,None
